id,household_id,age,gender,education,occupation,digital_access_score
553,553,28,male,secondary,self_employed,0.39288373778979185
554,554,23,male,graduate,agriculture,0.9065395208872061
555,555,34,male,secondary,informal_trade,0.09379505506551464
556,556,51,male,graduate,self_employed,0.3414562539528572
557,557,47,male,graduate,salaried_govt,0.9312122374369429
558,558,41,female,none,informal_trade,0.15798843562858694
559,559,33,female,none,salaried_private,0.09264702814195686
560,560,35,female,secondary,salaried_private,0.16576052780445943
561,561,52,male,secondary,informal_trade,0.5926979529552634
562,562,67,male,none,self_employed,0.3356055647543965
563,563,25,female,graduate,self_employed,0.18280502851810596
564,564,56,male,none,salaried_private,0.14006011596598317
565,565,57,female,primary,unemployed,0.40958545452912154
566,566,60,male,graduate,agriculture,0.7858131647269337
567,567,43,male,primary,salaried_govt,0.21183179815798758
568,568,23,male,postgraduate,self_employed,0.9115858246494513
569,569,25,male,graduate,self_employed,0.5898932615627546
570,570,57,female,graduate,unemployed,0.43589977378309874
571,571,21,male,secondary,agriculture,0.3907458480140146
572,572,36,male,secondary,agriculture,0.11232433965009422
573,573,68,female,none,self_employed,0.23927514662962837
574,574,57,female,graduate,informal_trade,0.38295333010378385
575,575,23,male,primary,self_employed,0.2756116458025396
576,576,69,female,none,informal_trade,0.21473670894416097
577,577,46,male,graduate,student,0.4863291286211375
578,578,39,female,primary,self_employed,0.18417950111409137
579,579,60,male,secondary,student,0.5827459300973266
580,580,50,female,none,informal_trade,0.3375735097280625
581,581,64,female,primary,unemployed,0.25792038929051864
582,582,28,female,primary,salaried_private,0.014378199531777297
583,583,23,male,graduate,agriculture,0.5742791194969638
584,584,66,female,secondary,unemployed,0.0675676587875078
585,585,40,male,postgraduate,agriculture,0.4077989024619672
586,586,31,male,primary,student,0.39056758535490044
587,587,56,female,postgraduate,agriculture,0.5900963053021818
588,588,43,male,secondary,informal_trade,0.4045775733968873
589,589,56,male,none,unemployed,0.2812494659859794
590,590,57,female,primary,self_employed,0.19835123946809896
591,591,66,female,primary,informal_trade,0.0
592,592,48,male,postgraduate,informal_trade,0.40640121315788835
593,593,37,female,none,self_employed,0.67080085490485
594,594,64,female,none,salaried_govt,0.12928753520095163
595,595,68,male,secondary,salaried_private,0.6823889237484663
596,596,52,female,none,informal_trade,0.12658194070884546
597,597,19,male,primary,agriculture,0.0924495860663389
598,598,31,female,secondary,informal_trade,0.3789952557682363
599,599,52,female,secondary,informal_trade,0.19398984781913725
600,600,66,male,primary,agriculture,0.0
601,601,50,male,secondary,self_employed,0.7144652850364408
602,602,34,male,graduate,agriculture,0.052728018331387766
603,603,20,female,postgraduate,salaried_private,0.7214939360601925
604,604,67,female,secondary,salaried_private,0.5936351282238665
605,605,44,female,secondary,unemployed,0.6371060278540484
606,606,38,female,secondary,unemployed,0.4070676342766289
607,607,66,male,primary,salaried_govt,0.7603313620944758
608,608,71,male,secondary,unemployed,0.6353557576025587
609,609,43,female,secondary,unemployed,0.5015134733183193
610,610,53,male,primary,salaried_govt,0.0
611,611,41,female,primary,salaried_private,0.18900657095640722
612,612,66,male,primary,salaried_private,0.19729254436092425
613,613,50,male,primary,informal_trade,0.15605195473354358
614,614,51,male,secondary,student,0.681970843085205
615,615,31,female,none,informal_trade,0.0
616,616,58,male,postgraduate,self_employed,0.28910882328258786
617,617,66,male,none,student,0.33837840341163616
618,618,36,male,primary,student,0.0598675178460749
619,619,49,male,none,unemployed,0.4762096016837051
620,620,32,male,none,self_employed,0.0
621,621,63,male,primary,salaried_govt,0.1290749229195504
622,622,56,male,secondary,self_employed,0.19171046350144327
623,623,25,male,secondary,informal_trade,0.295104095819635
624,624,67,male,none,salaried_private,0.13439522487063313
625,625,68,male,secondary,informal_trade,0.5339863445757977
626,626,31,female,primary,salaried_govt,0.15652195590054563
627,627,64,female,secondary,salaried_private,0.3865724111656911
628,628,26,male,graduate,unemployed,0.33353462206588214
629,629,36,female,none,salaried_private,0.24837814583014448
630,630,26,male,graduate,student,0.131967683408365
631,631,46,male,primary,salaried_private,0.2234625224966573
632,632,30,female,none,self_employed,0.4036766780506348
633,633,42,female,postgraduate,self_employed,1.0
634,634,74,male,secondary,student,0.7677466165265291
635,635,24,female,secondary,informal_trade,0.3320422560009142
636,636,39,female,none,salaried_private,0.25670618661066
637,637,44,male,secondary,salaried_govt,0.3122065697079114
638,638,58,male,postgraduate,student,0.5345281138818575
639,639,65,female,secondary,self_employed,0.20047223758549243
640,640,65,male,secondary,self_employed,0.8194969600981777
641,641,52,female,postgraduate,self_employed,0.939827961942483
642,642,39,female,graduate,informal_trade,0.43396091011384763
643,643,28,male,none,self_employed,0.20413550113890977
644,644,40,male,none,salaried_govt,0.6408674857476613
645,645,51,male,graduate,unemployed,0.29282572922963535
646,646,73,male,primary,salaried_private,0.9414707734695112
647,647,34,female,primary,agriculture,0.20444203391102778
648,648,44,female,postgraduate,unemployed,0.9971314149999663
649,649,22,female,none,salaried_govt,0.4509348559470714
650,650,19,female,primary,agriculture,0.2021656183125355
651,651,49,female,secondary,agriculture,0.24725841440983132
652,652,42,male,postgraduate,agriculture,0.23534839894904255
653,653,27,male,postgraduate,informal_trade,0.407686821873118
654,654,69,male,graduate,agriculture,0.6485457407656334
655,655,68,male,secondary,self_employed,0.6270559026258511
656,656,19,female,graduate,student,0.7555020055992218
657,657,49,female,none,salaried_govt,0.3125475673928949
658,658,60,male,secondary,informal_trade,0.2108748687280096
659,659,67,female,postgraduate,unemployed,0.19309602703030188
660,660,45,female,primary,salaried_private,0.3845498821807993
661,661,33,male,none,informal_trade,0.01153084186943304
662,662,66,female,secondary,salaried_govt,0.169374474845237
663,663,36,male,primary,agriculture,0.10613369238388165
664,664,60,female,none,unemployed,0.46305660131523396
665,665,37,male,graduate,unemployed,0.46091671290885494
666,666,73,female,none,salaried_govt,0.3647651078443797
667,667,69,male,secondary,self_employed,0.6992986348788073
668,668,38,male,primary,agriculture,0.23515633831621133
669,669,24,male,primary,informal_trade,0.40578505784509644
670,670,70,female,graduate,self_employed,0.24641435027287284
671,671,50,male,secondary,salaried_govt,0.3980980600005246
672,672,26,female,none,unemployed,0.0
673,673,38,male,none,salaried_govt,0.09676141291413595
674,674,69,female,none,salaried_govt,0.07932598463988412
675,675,42,male,graduate,student,0.18170233405315853
676,676,22,female,postgraduate,unemployed,0.7677772757223572
677,677,37,male,primary,unemployed,0.6509223686941664
678,678,30,male,secondary,salaried_govt,0.6921317905256651
679,679,30,male,graduate,self_employed,0.1738835479046413
680,680,31,female,graduate,salaried_govt,0.8076352816974447
681,681,41,male,secondary,student,0.45390277355100084
682,682,40,male,postgraduate,salaried_private,0.8860016553319664
683,683,48,male,postgraduate,informal_trade,0.5818416764914989
684,684,23,female,primary,self_employed,0.2143370687865498
685,685,28,female,primary,unemployed,0.11147600164167396
686,686,65,female,none,agriculture,0.09517960784225285
687,687,39,female,postgraduate,salaried_private,0.7096658298627972
688,688,53,female,graduate,salaried_private,0.6921126188301208
689,689,25,male,primary,self_employed,0.08152088006021938
690,690,49,male,secondary,agriculture,0.4542122876821732
691,691,41,female,primary,informal_trade,0.04946803015175094
692,692,50,male,primary,informal_trade,0.6054126170399919
693,693,18,male,postgraduate,informal_trade,0.2647487016700528
694,694,55,female,none,unemployed,0.0
695,695,34,female,graduate,agriculture,0.41569503571603206
696,696,64,female,graduate,informal_trade,0.7175444333688878
697,697,37,male,primary,informal_trade,0.036546409534572666
698,698,38,female,primary,student,0.2462959312332447
699,699,52,male,primary,agriculture,0.23301541958941016
700,700,49,female,secondary,salaried_govt,0.5442012319278553
701,701,37,female,primary,student,0.12417696507484807
702,702,63,male,postgraduate,unemployed,0.6420277055701719
703,703,51,female,graduate,salaried_private,0.7862032371121132
704,704,41,female,secondary,salaried_private,0.24367392112584557
705,705,73,male,graduate,unemployed,0.3366973358068978
706,706,22,female,secondary,informal_trade,0.5258844157223833
707,707,19,male,postgraduate,student,0.34143601592542416
708,708,24,female,primary,self_employed,0.196028453326445
709,709,39,male,primary,salaried_govt,0.33196383660463247
710,710,49,female,primary,unemployed,0.27037033060334204
711,711,49,male,graduate,unemployed,0.5736017253590908
712,712,70,female,secondary,agriculture,0.5274838112439197
713,713,53,female,primary,self_employed,0.77852843125509
714,714,59,female,none,salaried_govt,0.4577924780359913
715,715,22,female,primary,salaried_govt,0.8237837568330131
716,716,45,male,none,agriculture,0.0
717,717,30,female,none,salaried_private,0.06098749955907
718,718,42,female,primary,self_employed,0.7020884973266678
719,719,61,female,secondary,unemployed,0.5998773436647729
720,720,45,female,primary,salaried_govt,0.2515738802799243
721,721,29,male,none,agriculture,0.17965490878356102
722,722,49,female,primary,agriculture,0.2488256530913105
723,723,26,female,graduate,unemployed,0.11801655488835391
724,724,35,female,graduate,self_employed,0.10337300685333857
725,725,44,male,secondary,agriculture,0.6629160118694418
726,726,72,female,primary,student,0.24416443961357137
727,727,63,male,secondary,salaried_private,0.5118822415533939
728,728,68,female,none,agriculture,0.0
729,729,66,female,primary,student,0.14905758710074718
730,730,31,male,primary,salaried_private,0.4743049134732659
731,731,18,male,primary,salaried_govt,0.12678037911573262
732,732,20,male,postgraduate,salaried_private,0.5868848804530704
733,733,60,male,none,informal_trade,0.0
734,734,47,male,secondary,salaried_private,0.8059163465996687
735,735,68,female,postgraduate,self_employed,0.3793495913199122
736,736,19,female,postgraduate,self_employed,0.8581815275388524
737,737,45,male,primary,salaried_govt,0.2015449867637491
738,738,59,male,secondary,self_employed,0.5611220706441354
739,739,64,male,secondary,unemployed,0.25672690489917815
740,740,58,male,primary,salaried_private,0.2991886473646996
741,741,49,female,graduate,student,0.5833903353335217
742,742,42,female,graduate,salaried_govt,0.03162674220418055
743,743,28,female,postgraduate,self_employed,0.34335262083140633
744,744,60,male,graduate,salaried_govt,0.3042706778810707
745,745,55,female,primary,unemployed,0.4191086672943166
746,746,18,female,primary,self_employed,0.0
747,747,56,male,graduate,salaried_private,0.03215444241054116
748,748,45,female,primary,salaried_private,0.31173246736345217
749,749,54,male,secondary,salaried_private,0.44942059710814697
750,750,46,male,graduate,student,0.2836493440423328
751,751,29,female,primary,self_employed,0.57416135026056
752,752,59,female,none,salaried_private,0.4961071648612817
753,753,45,male,primary,self_employed,0.6504402058087806
754,754,73,male,postgraduate,salaried_private,0.42681468625763885
755,755,32,female,graduate,unemployed,0.553548870985682
756,756,37,female,none,student,0.5210817458993727
757,757,30,female,secondary,salaried_govt,0.6087748411174974
758,758,37,female,none,unemployed,0.35965732263497274
759,759,62,male,none,salaried_govt,0.23959126690855914
760,760,29,male,secondary,informal_trade,0.18230251863406072
761,761,29,male,primary,unemployed,0.3380998594640011
762,762,49,female,secondary,salaried_govt,0.5059068008765174
763,763,56,female,primary,unemployed,0.1707448446383344
764,764,34,male,primary,agriculture,0.3507627767944221
765,765,64,male,graduate,salaried_govt,0.5901412297173795
766,766,28,female,none,unemployed,0.2612306055633259
767,767,54,female,secondary,unemployed,0.36609971825150106
768,768,23,male,primary,salaried_govt,0.44983008649407563
769,769,39,male,graduate,self_employed,0.2741986601768286
770,770,60,male,graduate,agriculture,0.7737900754703014
771,771,20,female,graduate,self_employed,0.6806036195604878
772,772,27,female,graduate,agriculture,0.39327858498750445
773,773,70,female,secondary,student,0.42361277142970505
774,774,68,male,primary,student,1.0
775,775,51,female,postgraduate,salaried_govt,0.6396571171132427
776,776,18,male,primary,informal_trade,0.3143102331030476
777,777,72,female,secondary,informal_trade,0.17056526316442355
778,778,35,male,primary,unemployed,0.05653634084556079
779,779,29,female,graduate,self_employed,0.8542157337777119
780,780,38,male,primary,agriculture,0.2871381733813167
781,781,59,male,secondary,informal_trade,0.6280484750379306
782,782,64,male,primary,unemployed,0.12738691498598936
783,783,57,male,secondary,salaried_govt,0.18429213875494824
784,784,20,female,postgraduate,informal_trade,0.46247926234112013
785,785,48,female,none,student,0.0
786,786,47,male,none,informal_trade,0.3586155998530344
787,787,56,female,postgraduate,unemployed,0.5760406754169809
788,788,74,female,none,self_employed,0.23550126566018348
789,789,52,male,none,salaried_private,0.19995512456655548
790,790,53,male,primary,informal_trade,0.22117636934202045
791,791,25,male,graduate,agriculture,1.0
792,792,71,male,secondary,self_employed,0.4727404993640608
793,793,19,male,graduate,unemployed,0.6340210580307392
794,794,19,female,graduate,salaried_private,0.2145786957624478
795,795,49,male,none,informal_trade,0.3088215288200122
796,796,21,male,none,agriculture,0.2821236395922224
797,797,72,male,graduate,agriculture,0.2978891294668099
798,798,46,female,none,self_employed,0.20695656760028452
799,799,59,male,primary,salaried_private,0.3242100297624233
800,800,41,male,graduate,informal_trade,0.6466083170803911
801,801,68,male,none,informal_trade,0.7432822874704851
802,802,66,female,primary,self_employed,0.6257960721607974
803,803,42,male,none,unemployed,0.23008171910536002
804,804,28,male,primary,student,0.110125783271973
805,805,43,female,graduate,salaried_govt,0.13559312763888445
806,806,33,female,primary,unemployed,0.49013070524449864
807,807,51,female,none,unemployed,0.4731635012353279
808,808,23,female,graduate,unemployed,0.42134197154164327
809,809,21,male,none,informal_trade,0.4424680935512298
810,810,23,male,primary,agriculture,0.5497019264809567
811,811,49,female,graduate,self_employed,0.8834456485255594
812,812,54,female,none,salaried_govt,0.049660431953469
813,813,59,female,graduate,student,0.4681683460685162
814,814,23,male,graduate,salaried_private,0.14493328723455542
815,815,43,female,primary,salaried_private,0.2788942242639886
816,816,70,male,primary,unemployed,0.2362364646451457
817,817,49,male,primary,salaried_private,0.0040788717251672435
818,818,59,male,secondary,self_employed,0.4638386594807077
819,819,73,male,graduate,informal_trade,0.2374539028605049
820,820,61,female,graduate,student,0.8478317403414758
821,821,24,female,secondary,unemployed,0.10114390059275974
822,822,43,male,secondary,informal_trade,0.3434484583335998
823,823,53,female,none,salaried_govt,0.3050981221018493
824,824,41,female,none,student,0.2161589879038346
825,825,21,female,primary,self_employed,0.33663863607617694
826,826,52,male,postgraduate,agriculture,1.0
827,827,55,female,none,salaried_private,0.3525173291854381
828,828,51,male,primary,agriculture,0.0
829,829,40,female,secondary,salaried_private,0.7573283664240005
830,830,25,female,graduate,student,0.29183060065052874
831,831,18,male,primary,self_employed,0.5660595514361317
832,832,31,male,none,salaried_private,0.16094004574855134
833,833,47,female,postgraduate,agriculture,0.7956738823631382
834,834,36,female,secondary,salaried_govt,0.122211620220336
835,835,42,male,secondary,informal_trade,0.2757873277834699
836,836,21,male,secondary,self_employed,0.46992110700095063
837,837,42,male,postgraduate,self_employed,0.7297121925193598
838,838,38,male,secondary,agriculture,0.32024795028189784
839,839,55,female,none,salaried_private,0.673000569339953
840,840,53,male,primary,self_employed,0.10779695381031859
841,841,72,female,secondary,salaried_govt,0.030799876703093476
842,842,50,female,primary,unemployed,0.0
843,843,19,female,graduate,self_employed,0.5382073601924153
844,844,53,male,none,self_employed,0.2941117073883258
845,845,22,male,primary,informal_trade,0.6093006657796104
846,846,43,female,postgraduate,informal_trade,0.08345421252985731
847,847,68,male,postgraduate,self_employed,0.6573265660976852
848,848,45,female,graduate,self_employed,0.7773560019287705
849,849,45,female,primary,self_employed,0.1474886014780805
850,850,45,male,primary,self_employed,0.05149770719057653
851,851,42,male,none,self_employed,0.3004090124291977
852,852,34,female,primary,salaried_private,0.735995296157725
853,853,50,male,primary,salaried_govt,0.1753399691586998
854,854,65,female,primary,unemployed,0.290818966691193
855,855,25,female,none,informal_trade,0.3353089180324865
856,856,25,male,secondary,salaried_govt,0.49626017634404
857,857,21,male,graduate,agriculture,0.2609535113640901
858,858,44,male,primary,student,0.17944339571769788
859,859,39,male,postgraduate,unemployed,0.9610278906022401
860,860,29,male,none,unemployed,0.13469351857174508
861,861,32,female,secondary,unemployed,0.494567185205928
862,862,52,female,primary,agriculture,0.10412013278746463
863,863,32,male,none,salaried_private,0.19236539807720904
864,864,44,male,secondary,agriculture,0.8038725649798476
865,865,34,female,primary,student,0.3988388439417579
866,866,73,male,graduate,student,0.5045985479843176
867,867,55,male,secondary,salaried_govt,0.5454034133717615
868,868,27,female,graduate,salaried_private,0.2244208124139671
869,869,31,male,graduate,unemployed,0.2866674153736498
870,870,48,male,primary,salaried_private,0.026081659974833304
871,871,54,female,postgraduate,student,0.34417520696989995
872,872,48,female,graduate,informal_trade,0.5861429853017105
873,873,23,female,none,student,0.40111374864629873
874,874,67,female,primary,agriculture,0.2831576670712937
875,875,62,female,graduate,student,0.29081289060583077
876,876,60,female,graduate,salaried_private,0.3083050406136938
877,877,34,male,graduate,student,0.7336075678950859
878,878,38,female,none,unemployed,0.39761273998092145
879,879,67,female,none,salaried_private,0.265400610533575
880,880,21,male,secondary,salaried_private,0.6392743615864143
881,881,25,male,graduate,salaried_govt,0.8698991860504062
882,882,58,female,secondary,salaried_private,0.3489509457803961
883,883,65,female,none,informal_trade,0.4300955320480315
884,884,32,male,none,self_employed,0.13686133713040965
885,885,33,female,graduate,agriculture,0.20085212274084221
886,886,61,male,primary,self_employed,0.6997268904263964
887,887,22,male,graduate,informal_trade,1.0
888,888,23,female,secondary,self_employed,0.17372167205665628
889,889,20,male,secondary,unemployed,0.44952597245257714
890,890,66,female,primary,agriculture,0.0
891,891,70,male,secondary,informal_trade,0.46751734265998685
892,892,63,male,secondary,salaried_govt,0.3880142848356274
893,893,62,female,primary,unemployed,0.2758467183040681
894,894,33,female,none,salaried_private,0.10986866828171604
895,895,60,male,graduate,self_employed,0.4863799914700019
896,896,39,male,secondary,agriculture,0.6372363266244041
897,897,39,male,secondary,student,0.06077452287276228
898,898,45,male,primary,self_employed,0.09052233433837026
899,899,71,male,graduate,student,0.009126996023413242
900,900,71,female,secondary,self_employed,0.37860461334333295
901,901,66,male,primary,student,0.56039096269208
902,902,33,male,primary,salaried_private,0.5586452853045617
903,903,24,female,primary,agriculture,0.8673889993029399
904,904,37,female,graduate,salaried_govt,0.8316682700243448
905,905,66,male,postgraduate,informal_trade,0.6011308318374713
906,906,28,female,secondary,student,0.24628359145443568
907,907,59,female,postgraduate,student,0.528671075117572
908,908,46,female,secondary,unemployed,0.24408958397846675
909,909,43,male,primary,student,0.3742605684403396
910,910,68,female,primary,salaried_private,0.6330455498695797
911,911,39,male,none,salaried_govt,0.3636691845929555
912,912,48,female,graduate,salaried_private,0.885271452408759
913,913,47,male,none,salaried_private,0.5604290292367107
914,914,64,female,graduate,self_employed,0.3250909366677923
915,915,50,male,primary,informal_trade,0.2954598537702062
916,916,50,male,none,informal_trade,0.0
917,917,54,female,none,self_employed,0.22138075287110875
918,918,58,female,primary,informal_trade,0.28740911169802724
919,919,22,female,primary,salaried_govt,0.22233158997856503
920,920,49,female,graduate,salaried_private,0.5738959020694426
921,921,31,female,primary,unemployed,0.12001025483242551
922,922,49,male,none,agriculture,0.2734275145873065
923,923,59,female,postgraduate,salaried_govt,0.677925442181912
924,924,72,male,primary,agriculture,0.2085024868893654
925,925,64,male,graduate,unemployed,0.6179455119961056
926,926,52,male,graduate,informal_trade,0.6137639857618714
927,927,36,female,none,salaried_private,0.031308217642888075
928,928,18,male,graduate,salaried_govt,0.5238968953637828
929,929,51,female,primary,agriculture,0.5343854264688566
930,930,55,male,postgraduate,agriculture,0.7345851087955042
931,931,62,male,postgraduate,agriculture,0.7521257341189306
932,932,28,female,secondary,self_employed,0.2963828211122131
933,933,56,female,none,agriculture,0.3946036928195852
934,934,58,female,secondary,self_employed,0.3567584362485406
935,935,28,male,secondary,unemployed,0.5323287614027918
936,936,20,male,postgraduate,unemployed,0.6222452093154094
937,937,59,male,postgraduate,salaried_govt,0.5597663085844158
938,938,39,male,secondary,agriculture,0.7305616377223485
939,939,60,female,none,informal_trade,0.463642956101294
940,940,41,female,graduate,agriculture,0.617628018741314
941,941,52,male,secondary,salaried_private,0.9214435119179554
942,942,61,female,none,student,0.011461685189126658
943,943,59,female,primary,salaried_govt,0.23087975313760423
944,944,41,female,secondary,student,0.2233656511330984
945,945,48,female,secondary,unemployed,0.3100753708550866
946,946,63,female,none,self_employed,0.5499315947394561
947,947,52,male,secondary,unemployed,0.0878784608127709
948,948,47,male,postgraduate,student,0.3077486603465394
949,949,35,female,primary,informal_trade,0.44571032740978495
950,950,49,female,graduate,student,0.7878296131060593
951,951,38,male,primary,salaried_govt,0.3260377822180669
952,952,73,male,graduate,unemployed,0.7441891628975462
953,953,52,female,graduate,agriculture,0.5342274050607295
954,954,29,male,primary,agriculture,0.5926749191920032
955,955,28,male,postgraduate,unemployed,0.333359536462173
956,956,24,female,graduate,salaried_govt,0.20495738968458588
957,957,36,female,graduate,salaried_private,0.37612891873539245
958,958,49,female,secondary,unemployed,0.0787294694007346
959,959,48,male,secondary,unemployed,0.3192130544229505
960,960,59,male,none,student,0.3662235762130719
961,961,68,female,graduate,salaried_govt,1.0
962,962,58,male,primary,unemployed,0.2277510961969642
963,963,62,female,primary,self_employed,0.20566577121071325
964,964,37,female,secondary,agriculture,0.43244160885467997
965,965,49,female,primary,student,0.2243355866176282
966,966,23,female,secondary,informal_trade,0.6998609495367042
967,967,67,male,secondary,salaried_private,0.891673223402261
968,968,43,female,primary,unemployed,0.508328727101706
969,969,40,male,primary,salaried_private,0.24908177679699528
970,970,61,female,none,student,0.37435521131082117
971,971,23,female,graduate,salaried_govt,0.352352149815311
972,972,69,female,postgraduate,self_employed,0.8201881082560908
973,973,43,male,graduate,self_employed,0.6788852245415307
974,974,51,female,none,self_employed,0.45142950227955414
975,975,50,male,secondary,unemployed,0.20588866464781347
976,976,18,male,none,salaried_govt,0.2903817113690103
977,977,54,male,primary,informal_trade,0.30188316900534407
978,978,52,female,primary,salaried_private,0.05196262276540438
979,979,39,male,postgraduate,informal_trade,0.3400684768616783
980,980,20,male,secondary,unemployed,0.6198924979980397
981,981,52,female,secondary,unemployed,0.1330740138695465
982,982,69,male,primary,salaried_govt,0.20342367323546734
983,983,48,female,primary,salaried_govt,0.3785471918582121
984,984,67,female,primary,student,0.5468225192454056
985,985,19,male,postgraduate,unemployed,0.7150983923397066
986,986,22,female,graduate,unemployed,0.3796541839813468
987,987,18,male,secondary,self_employed,0.5138899606721803
988,988,22,male,graduate,salaried_private,0.45730464357485145
989,989,30,female,none,salaried_private,0.25598898476595544
990,990,47,male,secondary,unemployed,0.3768687157552952
991,991,62,female,primary,self_employed,0.7446756262852842
992,992,23,male,secondary,agriculture,0.30037902103568925
993,993,54,female,graduate,salaried_private,0.0
994,994,33,male,postgraduate,agriculture,0.820185258933876
995,995,26,male,postgraduate,self_employed,0.8230191952761186
996,996,18,female,none,salaried_govt,0.289910866664873
997,997,28,female,graduate,unemployed,0.5912111723870029
998,998,74,male,graduate,salaried_private,0.019540347570149302
999,999,59,male,graduate,agriculture,0.8441062367178811
1000,1000,45,female,none,salaried_govt,0.24579113030836064
